1,1830,0,1,1
2,8519,1,1,1
3,6528,2,1,1
4,2051,0,1,1
5,6587,4,0,1
6,9823,0,1,2
7,3528,0,1,2
8,5049,4,0,2
9,7129,0,2,3
10,6754,0,1,3
11,7281,1,1,3
12,1986,4,0,3
13,1496,2,1,4
14,4983,2,0,4
15,2650,0,1,4
16,5276,1,0,4
17,9857,0,2,4
18,6109,0,3,4
19,6431,0,2,4
20,0398,4,0,5
21,0237,1,1,6
22,6475,0,0,6
23,6452,0,0,6
24,7596,1,0,6
25,3498,0,3,7
26,5236,1,1,7
27,0135,0,1,7
28,7850,0,0,7
29,4132,0,2,7
30,3162,0,2,7
31,5124,0,1,7
32,4682,0,2,7
33,5086,1,0,7
34,9346,4,0,7
35,6091,1,1,8
36,7230,0,2,8
37,9061,1,1,8
38,4810,1,2,8
39,8013,4,0,8
40,6370,0,1,9
41,7063,0,1,9
42,1035,2,0,9
43,3807,0,1,9
44,0382,0,2,9
45,7512,0,2,9
46,4658,0,1,9
47,8042,0,1,9
48,8675,1,0,9
49,7481,0,0,9
50,4086,0,2,10
51,3809,0,2,10
52,2351,0,0,10
53,5672,0,2,10
54,9654,0,2,10
55,2975,1,1,10
56,3701,0,2,10
57,2594,0,1,11
58,9715,0,2,11
59,7528,1,0,11
60,7254,1,0,12
61,9836,0,2,12
62,3426,0,1,12
63,8263,1,0,12
64,9635,0,2,12
65,7480,2,0,12
66,5324,0,0,12
67,1793,0,2,12
68,7960,4,0,12
69,6037,1,1,13
70,0278,0,0,13
71,7561,0,2,13
72,2196,0,2,13
73,9063,0,3,13
74,1057,1,0,13
75,6359,4,0,13
76,5407,0,1,14
77,6250,2,0,14
78,6402,1,0,14
79,3056,1,2,14
80,1974,0,1,14
81,5924,0,2,14
82,2970,0,1,14
83,4106,0,1,14
84,5839,1,2,14
85,2935,0,3,14
86,6489,1,1,15
87,8596,1,1,15
88,1967,0,2,15
89,9710,0,1,15
90,0853,1,0,15
91,0583,0,1,15
92,7456,4,0,15
93,5142,0,2,16
94,8907,0,1,16
95,7250,2,0,16
96,6972,0,2,16
97,3961,0,1,17
98,6354,1,2,17
99,7918,1,0,17
100,8925,0,1,17
101,4820,0,1,17
102,7298,0,2,18
103,9635,1,1,18
104,5610,0,2,18
105,0596,0,2,18
106,1053,0,1,19
107,3015,0,1,19
108,8692,1,2,19
109,2738,0,1,19
110,0568,0,3,20
111,7194,0,1,20
112,9746,0,1,20
113,4852,0,1,20
114,9053,0,2,20
115,0325,1,1,20
116,3659,1,1,20
117,9783,0,0,20
118,3180,0,2,21
119,2564,0,2,21
120,1723,1,0,21
121,3902,1,0,21
122,1054,1,2,21
123,3790,0,1,21
124,4397,0,0,21
125,8504,1,1,21
126,4076,0,2,21
127,1605,4,0,21
128,5463,4,0,22
129,7946,0,2,23
130,0168,0,2,23
131,5374,0,0,23
132,5241,0,1,23
133,7360,0,1,23
134,5269,0,3,23
135,6389,1,2,23
136,6190,0,2,23
137,0579,0,1,23
138,7368,0,2,24
139,0243,0,1,24
140,9682,4,0,24
141,6934,0,2,25
142,1796,0,2,25
143,4168,0,2,25
144,6750,0,1,25
145,7694,1,1,25
146,2938,1,1,26
147,4598,4,0,26
148,9052,0,3,27
149,0157,1,1,27
150,7649,0,2,27
151,4160,0,2,27
152,1280,0,1,27
153,5137,0,1,27
154,0256,1,1,27
155,4361,0,1,27
156,5709,0,3,27
157,9734,0,2,27
158,0497,3,0,28
159,3618,0,0,28
160,0426,2,0,28
161,6128,0,0,28
162,1703,0,1,28
163,9206,0,2,28
164,1367,0,0,28
165,0465,3,0,28
166,3051,0,2,29
167,0976,1,1,29
168,0495,4,0,29
169,5281,0,1,30
170,3580,0,1,30
171,6170,1,1,30
172,5768,0,2,30
173,6238,0,3,30
174,5246,1,1,30
175,2376,4,0,31
176,8017,0,1,32
177,5186,1,1,32
178,5832,4,0,32
179,5483,1,2,33
180,1023,0,2,33
181,9582,1,2,33
182,6170,0,0,33
183,9687,0,1,33
184,2158,0,3,33
185,3591,0,2,34
186,5241,0,2,34
187,4836,0,1,34
188,9270,0,1,34
189,9485,0,2,34
190,0746,0,1,34
191,1958,3,0,34
192,1084,2,1,34
193,6320,0,1,34
194,7864,0,1,35
195,2983,0,1,35
196,5983,0,2,35
197,8051,2,2,35
198,6093,1,0,35
199,1327,1,0,35
200,2468,1,0,35
201,1605,1,2,35
202,7096,1,0,35
203,4518,1,2,36
204,6539,0,1,36
205,6312,0,1,36
206,2345,0,1,36
207,9784,0,1,36
208,1058,4,0,36
209,6714,0,3,37
210,7639,1,1,37
211,1304,0,2,37
212,6853,0,1,37
213,9518,0,0,38
214,7239,0,1,38
215,6378,0,2,38
216,4872,0,2,38
217,7621,1,1,38
218,5912,0,0,38
219,9801,0,1,38
220,4210,0,2,38
221,5283,0,0,38
222,8345,1,0,39
223,2530,0,1,39
224,4510,0,2,39
225,8247,2,0,39
226,1589,0,0,39
227,5613,1,0,39
228,6850,0,2,39
229,0647,4,0,39
230,8937,0,1,40
231,1697,0,1,40
232,4736,1,1,40
233,6412,0,1,40
234,9130,0,1,40
235,0234,0,2,40
236,4075,4,0,40
237,7360,0,2,41
238,8937,0,1,41
239,1793,0,1,41
240,3748,0,2,41
241,3014,1,1,41
242,2457,0,3,41
243,8739,0,1,41
244,5718,0,2,41
245,4238,1,0,41
246,0462,0,2,41
247,1694,0,1,42
248,4096,2,0,42
249,5403,0,3,42
250,4578,2,1,42
251,1684,0,1,42
252,2960,0,1,42
253,2150,0,1,43
254,8412,1,1,43
255,9715,0,1,43
256,1620,0,0,43
257,4962,0,1,43
258,5483,4,0,43
259,2518,0,1,44
260,8537,0,2,44
261,9032,0,2,44
262,1306,0,1,44
263,4983,4,0,44
264,6852,0,2,45
265,8091,0,1,45
266,8524,0,1,45
267,7135,0,2,45
268,2867,1,1,45
269,9245,0,1,45
270,4358,0,1,45
271,5681,1,1,46
272,3708,0,1,46
273,6271,0,3,46
274,2415,2,0,46
275,7092,0,1,46
276,3640,1,1,46
277,8651,1,1,46
278,7869,0,1,46
279,1309,1,1,47
280,5480,0,1,47
281,2315,0,2,47
282,3569,4,0,47
283,2715,0,1,48
284,6590,1,2,48
285,1624,0,1,48
286,5418,0,1,48
287,2408,0,0,48
288,2407,0,0,48
289,7492,0,1,48
290,2376,0,2,48
291,3624,1,1,48
292,6583,1,2,48
293,3496,1,2,49
294,1385,0,2,49
295,3204,1,0,49
296,7820,0,0,49
297,6829,1,1,49
298,2389,0,3,50
299,5083,0,2,50
300,3607,1,1,51
301,4328,0,3,51
302,9608,1,1,51
303,1895,0,1,51
304,8632,4,0,51
305,5278,1,2,52
306,1682,0,2,52
307,8362,0,1,52
308,3871,0,3,52
309,5781,0,4,52
310,7542,2,0,52
311,2071,0,2,53
312,9725,0,2,53
313,6230,0,0,53
314,8627,0,2,53
315,1259,0,2,53
316,7152,1,2,53
317,2186,0,2,53
318,1830,0,2,53
319,7692,1,0,54
320,8175,0,1,55
321,2081,0,1,55
322,7268,1,1,55
323,5028,1,1,55
324,6497,0,2,55
325,2508,2,1,56
326,5417,0,2,56
327,0738,1,0,56
328,9206,0,1,56
329,7964,0,0,56
330,0357,1,0,56
331,6532,0,2,56
332,6078,1,0,56
333,0349,0,0,56
334,8063,0,1,57
335,1584,0,3,57
336,7819,1,1,58
337,5872,4,0,58
338,8095,0,2,59
339,1986,0,1,59
340,9401,0,0,59
341,2817,1,2,59
342,6350,0,1,59
343,1942,1,0,59
344,0892,2,0,59
345,8013,0,1,59
346,7365,0,2,59
347,9760,0,1,59
348,0634,0,2,60
349,0425,0,0,60
350,2869,0,1,60
351,7539,0,2,60
352,6209,1,0,60
353,1057,0,2,60
354,1357,0,3,60
355,7863,1,2,60
356,6905,1,0,60
357,6915,2,0,60
358,5824,0,0,61
359,2149,0,1,61
360,8594,0,0,61
361,8047,0,1,61
362,6945,1,0,61
363,4793,2,0,61
364,6713,4,0,61
365,6217,2,1,62
366,9351,0,2,62
367,5970,0,1,62
368,4739,1,1,62
369,0348,0,2,63
370,3850,0,2,63
371,5984,0,2,63
372,4168,1,0,63
373,2350,0,2,64
374,0531,1,1,64
375,4507,4,0,64
376,8562,1,1,65
377,3175,0,2,65
378,4896,1,1,65
379,9741,1,0,65
380,2698,0,2,65
381,0256,1,0,65
382,9856,1,1,66
383,9502,0,0,66
384,8736,4,0,66
385,5049,0,3,67
386,8720,0,2,67
387,8971,0,1,67
388,4823,0,1,67
389,1209,1,0,67
390,7504,4,0,67
391,2371,1,2,68
392,2738,0,2,68
393,7329,1,1,69
394,4382,0,2,69
395,5701,1,1,69
396,5461,1,0,69
397,0195,0,2,69
398,0384,0,2,69
399,5824,1,0,69
400,8129,1,1,69
401,7319,0,2,69
402,3264,1,1,69
403,5139,0,2,70
404,5346,0,1,70
405,6712,0,2,70
406,1306,0,3,70
407,9716,0,1,70
408,3021,4,0,70
409,6359,1,0,71
410,3517,0,1,71
411,0756,1,1,71
412,3076,0,1,71
413,4017,0,1,71
414,1054,1,1,71
415,4230,1,1,72
416,0926,1,1,73
417,0245,0,2,73
418,2138,0,1,73
419,9540,0,1,73
420,6724,4,0,73
421,7653,0,2,74
422,5601,0,1,74
423,4695,0,2,75
424,9147,0,1,75
425,7014,0,1,76
426,4205,0,3,76
427,0164,0,1,76
428,2093,1,2,76
429,9283,0,2,76
430,2950,4,0,76
431,5826,0,1,77
432,6157,0,1,77
433,3064,4,0,77
434,1938,4,0,78
435,9704,1,0,79
436,9285,4,0,79
437,1970,0,1,80
438,9750,1,1,80
439,4852,0,3,80
440,6450,0,1,80
441,8537,0,2,80
442,2698,0,3,80
443,8057,0,2,80
444,2584,1,2,80
445,4810,0,1,80
446,8492,0,3,81
447,8715,1,1,81
448,2847,0,2,81
449,5194,0,2,81
450,1507,0,1,81
451,7405,1,0,82
452,1684,1,1,82
453,9651,0,0,82
454,5093,1,0,82
455,2483,4,0,82
456,9541,0,1,83
457,9513,1,0,83
458,1720,0,1,83
459,8246,0,3,83
460,5083,2,0,83
461,0726,0,1,83
462,6835,0,2,83
463,2765,1,0,83
464,7936,0,1,83
465,6704,0,1,83
466,3489,1,1,84
467,5124,2,0,84
468,7431,0,4,84
469,7821,0,2,84
470,4650,0,1,84
471,6102,1,0,84
472,5369,0,1,84
473,7419,0,3,84
474,3289,1,1,85
475,7524,0,1,85
476,8532,1,1,85
477,8261,4,0,85
478,2834,0,2,86
479,2170,0,2,86
480,7306,0,1,86
481,9638,0,1,87
482,4610,2,0,87
483,0735,0,1,87
484,7598,1,1,87
485,1053,0,2,87
486,4519,4,0,87
487,6984,0,2,88
488,3175,0,2,88
489,7436,0,1,88
490,5437,0,2,88
491,0631,0,1,89
492,5927,0,2,89
493,2159,1,2,89
494,4260,1,0,89
495,6971,0,2,89
496,7392,0,1,89
497,1706,0,2,90
498,6743,0,2,90
499,4780,0,2,90
500,1295,0,2,90
501,8542,0,1,90
502,9417,4,0,90
503,1248,0,2,91
504,4628,0,1,91
505,0145,0,2,91
506,3760,0,1,91
507,7184,0,3,91
508,0485,0,1,92
509,2089,0,2,92
510,6814,0,0,92
511,6043,0,2,92
512,6014,0,1,92
513,6287,1,0,92
514,5372,0,2,93
515,9873,0,3,93
516,3907,4,0,93
517,2496,0,3,94
518,6945,4,0,94
519,5928,2,1,95
520,2916,1,0,95
521,4958,4,0,95
522,0932,1,0,96
523,3126,0,0,96
524,1076,0,0,96
